file,repository,commit,disease,validation,uf,adm_1,start_date,end_date,rows,status,prediction_id,message
/Users/americo/Desktop/WorkSpace/3rd_imdc_lncc_clidengo26dengue/Dengue_Validation1_2022–2023-Season/IMDC2026_Dengue_Validation1_AC.csv,,,,,,,,,0,ERROR,,Repository has uncommitted changes: /Users/americo/Desktop/WorkSpace/3rd_imdc_lncc_clidengo26dengue. Commit the files or pass --allow-dirty.
/Users/americo/Desktop/WorkSpace/3rd_imdc_lncc_clidengo26dengue/Dengue_Validation1_2022–2023-Season/IMDC2026_Dengue_Validation1_AL.csv,,,,,,,,,0,ERROR,,Repository has uncommitted changes: /Users/americo/Desktop/WorkSpace/3rd_imdc_lncc_clidengo26dengue. Commit the files or pass --allow-dirty.
/Users/americo/Desktop/WorkSpace/3rd_imdc_lncc_clidengo26dengue/Dengue_Validation1_2022–2023-Season/IMDC2026_Dengue_Validation1_AM.csv,,,,,,,,,0,ERROR,,Repository has uncommitted changes: /Users/americo/Desktop/WorkSpace/3rd_imdc_lncc_clidengo26dengue. Commit the files or pass --allow-dirty.
/Users/americo/Desktop/WorkSpace/3rd_imdc_lncc_clidengo26dengue/Dengue_Validation1_2022–2023-Season/IMDC2026_Dengue_Validation1_AP.csv,,,,,,,,,0,ERROR,,Repository has uncommitted changes: /Users/americo/Desktop/WorkSpace/3rd_imdc_lncc_clidengo26dengue. Commit the files or pass --allow-dirty.
/Users/americo/Desktop/WorkSpace/3rd_imdc_lncc_clidengo26dengue/Dengue_Validation1_2022–2023-Season/IMDC2026_Dengue_Validation1_BA.csv,,,,,,,,,0,ERROR,,Repository has uncommitted changes: /Users/americo/Desktop/WorkSpace/3rd_imdc_lncc_clidengo26dengue. Commit the files or pass --allow-dirty.
/Users/americo/Desktop/WorkSpace/3rd_imdc_lncc_clidengo26dengue/Dengue_Validation1_2022–2023-Season/IMDC2026_Dengue_Validation1_CE.csv,,,,,,,,,0,ERROR,,Repository has uncommitted changes: /Users/americo/Desktop/WorkSpace/3rd_imdc_lncc_clidengo26dengue. Commit the files or pass --allow-dirty.
/Users/americo/Desktop/WorkSpace/3rd_imdc_lncc_clidengo26dengue/Dengue_Validation1_2022–2023-Season/IMDC2026_Dengue_Validation1_DF.csv,,,,,,,,,0,ERROR,,Repository has uncommitted changes: /Users/americo/Desktop/WorkSpace/3rd_imdc_lncc_clidengo26dengue. Commit the files or pass --allow-dirty.
/Users/americo/Desktop/WorkSpace/3rd_imdc_lncc_clidengo26dengue/Dengue_Validation1_2022–2023-Season/IMDC2026_Dengue_Validation1_ES.csv,,,,,,,,,0,ERROR,,Repository has uncommitted changes: /Users/americo/Desktop/WorkSpace/3rd_imdc_lncc_clidengo26dengue. Commit the files or pass --allow-dirty.
/Users/americo/Desktop/WorkSpace/3rd_imdc_lncc_clidengo26dengue/Dengue_Validation1_2022–2023-Season/IMDC2026_Dengue_Validation1_GO.csv,,,,,,,,,0,ERROR,,Repository has uncommitted changes: /Users/americo/Desktop/WorkSpace/3rd_imdc_lncc_clidengo26dengue. Commit the files or pass --allow-dirty.
/Users/americo/Desktop/WorkSpace/3rd_imdc_lncc_clidengo26dengue/Dengue_Validation1_2022–2023-Season/IMDC2026_Dengue_Validation1_MA.csv,,,,,,,,,0,ERROR,,Repository has uncommitted changes: /Users/americo/Desktop/WorkSpace/3rd_imdc_lncc_clidengo26dengue. Commit the files or pass --allow-dirty.
/Users/americo/Desktop/WorkSpace/3rd_imdc_lncc_clidengo26dengue/Dengue_Validation1_2022–2023-Season/IMDC2026_Dengue_Validation1_MG.csv,,,,,,,,,0,ERROR,,Repository has uncommitted changes: /Users/americo/Desktop/WorkSpace/3rd_imdc_lncc_clidengo26dengue. Commit the files or pass --allow-dirty.
/Users/americo/Desktop/WorkSpace/3rd_imdc_lncc_clidengo26dengue/Dengue_Validation1_2022–2023-Season/IMDC2026_Dengue_Validation1_MS.csv,,,,,,,,,0,ERROR,,Repository has uncommitted changes: /Users/americo/Desktop/WorkSpace/3rd_imdc_lncc_clidengo26dengue. Commit the files or pass --allow-dirty.
/Users/americo/Desktop/WorkSpace/3rd_imdc_lncc_clidengo26dengue/Dengue_Validation1_2022–2023-Season/IMDC2026_Dengue_Validation1_MT.csv,,,,,,,,,0,ERROR,,Repository has uncommitted changes: /Users/americo/Desktop/WorkSpace/3rd_imdc_lncc_clidengo26dengue. Commit the files or pass --allow-dirty.
/Users/americo/Desktop/WorkSpace/3rd_imdc_lncc_clidengo26dengue/Dengue_Validation1_2022–2023-Season/IMDC2026_Dengue_Validation1_PA.csv,,,,,,,,,0,ERROR,,Repository has uncommitted changes: /Users/americo/Desktop/WorkSpace/3rd_imdc_lncc_clidengo26dengue. Commit the files or pass --allow-dirty.
/Users/americo/Desktop/WorkSpace/3rd_imdc_lncc_clidengo26dengue/Dengue_Validation1_2022–2023-Season/IMDC2026_Dengue_Validation1_PB.csv,,,,,,,,,0,ERROR,,Repository has uncommitted changes: /Users/americo/Desktop/WorkSpace/3rd_imdc_lncc_clidengo26dengue. Commit the files or pass --allow-dirty.
/Users/americo/Desktop/WorkSpace/3rd_imdc_lncc_clidengo26dengue/Dengue_Validation1_2022–2023-Season/IMDC2026_Dengue_Validation1_PE.csv,,,,,,,,,0,ERROR,,Repository has uncommitted changes: /Users/americo/Desktop/WorkSpace/3rd_imdc_lncc_clidengo26dengue. Commit the files or pass --allow-dirty.
/Users/americo/Desktop/WorkSpace/3rd_imdc_lncc_clidengo26dengue/Dengue_Validation1_2022–2023-Season/IMDC2026_Dengue_Validation1_PI.csv,,,,,,,,,0,ERROR,,Repository has uncommitted changes: /Users/americo/Desktop/WorkSpace/3rd_imdc_lncc_clidengo26dengue. Commit the files or pass --allow-dirty.
/Users/americo/Desktop/WorkSpace/3rd_imdc_lncc_clidengo26dengue/Dengue_Validation1_2022–2023-Season/IMDC2026_Dengue_Validation1_PR.csv,,,,,,,,,0,ERROR,,Repository has uncommitted changes: /Users/americo/Desktop/WorkSpace/3rd_imdc_lncc_clidengo26dengue. Commit the files or pass --allow-dirty.
/Users/americo/Desktop/WorkSpace/3rd_imdc_lncc_clidengo26dengue/Dengue_Validation1_2022–2023-Season/IMDC2026_Dengue_Validation1_RJ.csv,,,,,,,,,0,ERROR,,Repository has uncommitted changes: /Users/americo/Desktop/WorkSpace/3rd_imdc_lncc_clidengo26dengue. Commit the files or pass --allow-dirty.
/Users/americo/Desktop/WorkSpace/3rd_imdc_lncc_clidengo26dengue/Dengue_Validation1_2022–2023-Season/IMDC2026_Dengue_Validation1_RN.csv,,,,,,,,,0,ERROR,,Repository has uncommitted changes: /Users/americo/Desktop/WorkSpace/3rd_imdc_lncc_clidengo26dengue. Commit the files or pass --allow-dirty.
/Users/americo/Desktop/WorkSpace/3rd_imdc_lncc_clidengo26dengue/Dengue_Validation1_2022–2023-Season/IMDC2026_Dengue_Validation1_RO.csv,,,,,,,,,0,ERROR,,Repository has uncommitted changes: /Users/americo/Desktop/WorkSpace/3rd_imdc_lncc_clidengo26dengue. Commit the files or pass --allow-dirty.
/Users/americo/Desktop/WorkSpace/3rd_imdc_lncc_clidengo26dengue/Dengue_Validation1_2022–2023-Season/IMDC2026_Dengue_Validation1_RR.csv,,,,,,,,,0,ERROR,,Repository has uncommitted changes: /Users/americo/Desktop/WorkSpace/3rd_imdc_lncc_clidengo26dengue. Commit the files or pass --allow-dirty.
/Users/americo/Desktop/WorkSpace/3rd_imdc_lncc_clidengo26dengue/Dengue_Validation1_2022–2023-Season/IMDC2026_Dengue_Validation1_RS.csv,,,,,,,,,0,ERROR,,Repository has uncommitted changes: /Users/americo/Desktop/WorkSpace/3rd_imdc_lncc_clidengo26dengue. Commit the files or pass --allow-dirty.
/Users/americo/Desktop/WorkSpace/3rd_imdc_lncc_clidengo26dengue/Dengue_Validation1_2022–2023-Season/IMDC2026_Dengue_Validation1_SC.csv,,,,,,,,,0,ERROR,,Repository has uncommitted changes: /Users/americo/Desktop/WorkSpace/3rd_imdc_lncc_clidengo26dengue. Commit the files or pass --allow-dirty.
